ID #	Title Card Image	Location Image	Show	Season	Episode	Episode Title	Fictional Location	Filming Location 	Address	GPS LAT	GPS LONG	Description	Notes		Neighborhood	Borough	Building Type	
BRDCTY-TV22	https://drive.google.com/file/d/1LMwNnYOuBnT4kOcfP2l6fZGS4JWHxzdA/view?usp=share_link		Broad City	5	9	Along Came Molly	Washington Square Park		Washington Square	40.73170807	-73.99417346	"Speaking of hearts and souls, y'know the Triangle Shirtwaist Factory over there? Okay 1911, 146 immigrants, mostly women of course, worked in the factory inside. A fire began. They were trapped! They were locked in! If they weren't incinerated alive, they jumped out of the windows, plummeting to their deaths. Sucks."			Union Square	Manhattan	Public Venue	
BRDCTY-TV23	https://drive.google.com/file/d/1LMwNnYOuBnT4kOcfP2l6fZGS4JWHxzdA/view?usp=share_link		Broad City	5	1	Stories	Queens Center		90-15 Queens Blvd	40.73560016	-73.86777987	"Madonna, Rihanna, Ilana, Gadana!"	While the Manhattan Mall provided the exterior for this episode, Queens Center was used for the interior shots. 		Elmhurst	Queens	Commercial	
BRDCTY-TV24	https://drive.google.com/file/d/1LMwNnYOuBnT4kOcfP2l6fZGS4JWHxzdA/view?usp=share_link		Broad City	5	1	Stories	Manhattan Mall		100 W 33rd St	40.75063108	-73.98677164	"Madonna, Rihanna, Ilana, Gadana!"	The original establishment is now closed. 		Midtown	Manhattan	Commercial	
BRDCTY-TV25	https://drive.google.com/file/d/1LMwNnYOuBnT4kOcfP2l6fZGS4JWHxzdA/view?usp=share_link		Broad City	5	10	Broad City	Brooklyn Bridge			40.70645962	-73.99704224					Manhattan	Transportation	
BRDCTY-TV26	https://drive.google.com/file/d/1LMwNnYOuBnT4kOcfP2l6fZGS4JWHxzdA/view?usp=share_link		Broad City	5	1	Stories	Morris-Jumel Mansion		65 Jumel Terrace	40.83554234	-73.9333602	"This has been here the whole time! Sittin here!"			Washington Heights	Manhattan	Museum	
BRDCTY-TV27	https://drive.google.com/file/d/1LMwNnYOuBnT4kOcfP2l6fZGS4JWHxzdA/view?usp=share_link		Broad City	5	1	Stories	Russ & Daughters Cafe		127 Orchard St	40.7200572	-73.98948597				Lower East Side	Manhattan	Dining	
BRDCTY-TV28	https://drive.google.com/file/d/1LMwNnYOuBnT4kOcfP2l6fZGS4JWHxzdA/view?usp=share_link		Broad City				Bed Bath and Beyond		620 6th Ave	40.739899	-73.994698	"Bed, Bath, and Beyond coupons never expire!"	The original establishment is now closed. 		Union Square	Manhattan	Commerical	
BRDCTY-TV29	https://drive.google.com/file/d/1LMwNnYOuBnT4kOcfP2l6fZGS4JWHxzdA/view?usp=share_link		Broad City				Sushi Mambeaux	Sea Thai	114 N 6th St	40.71945308	-73.95311641	“Just because Sex and the City filmed here 25 years ago one time, doesn’t mean that I need this. So fuck you and your Manhattan restauranteries.”			Williamsburg	Brooklyn	Dining	
BRDCTY-TV30	https://drive.google.com/file/d/1LMwNnYOuBnT4kOcfP2l6fZGS4JWHxzdA/view?usp=share_link		Broad City				Soulstice	Chalk Gyms	193 N 9th St	40.71964824	-73.95294475	"I've cleaned more pubes than you have on your entire body!"			Williamsburg	Brooklyn	Commercial	
HIMYM-TV1	https://drive.google.com/file/d/1nepcsYu4yNOcCSVfQ7Wp-ZRnkrLiS3if/view?usp=share_link		How I Met Your Mother	1	11	The Limo	Gray’s Papaya		2090 Broadway	40.77855831	-73.98154446				Upper West Side	Manhattan	Dining	
HIMYM-TV2	https://drive.google.com/file/d/1nepcsYu4yNOcCSVfQ7Wp-ZRnkrLiS3if/view?usp=share_link		How I Met Your Mother	2	12	First Time In New York	Empire State Building		20 W 34th St	40.74862741	-73.98466662				Midtown	Manhattan	Commercial	
HIMYM-TV3	https://drive.google.com/file/d/1nepcsYu4yNOcCSVfQ7Wp-ZRnkrLiS3if/view?usp=share_link		How I Met Your Mother	4	2	The Best Burger In New York	Corner Bistro		331 W 4th St	40.7381945	-74.00368736				West Village	Manhattan	Dining 	
HIMYM-TV4	https://drive.google.com/file/d/1nepcsYu4yNOcCSVfQ7Wp-ZRnkrLiS3if/view?usp=share_link		How I Met Your Mother	6	8	Natural History	Museum of Natural History		200 Central Park W	40.78146523	-73.97395484				Upper West Side	Manhattan	Museum	
HIMYM-TV5	https://drive.google.com/file/d/1nepcsYu4yNOcCSVfQ7Wp-ZRnkrLiS3if/view?usp=share_link		How I Met Your Mother	7	16	The Drunk Train	The Drunk Train	Long Island Railroad at Penn Station	7th Ave and W 31st St	40.7503557	-73.99300704	"The “drunk train" is full of a bunch of drunk, sloppy idiots fresh off a night of partying in the city just desperate to hook up with anything that moves.” 			Midtown	Manhattan	Transportation	
HIMYM-TV6	https://drive.google.com/file/d/1nepcsYu4yNOcCSVfQ7Wp-ZRnkrLiS3if/view?usp=share_link		How I Met Your Mother				McLaren's Pub	McGee's Pub	240 W 55th St	40.76494561	-73.98273551				Midtown	Manhattan	Bar	
HIMYM-TV7	https://drive.google.com/file/d/1nepcsYu4yNOcCSVfQ7Wp-ZRnkrLiS3if/view?usp=share_link		How I Met Your Mother				Columbia University		116th and Broadway	40.80790489	-73.96124771				Morningside Heights	Manhattan	Commercial	
HIMYM-TV8	https://drive.google.com/file/d/1nepcsYu4yNOcCSVfQ7Wp-ZRnkrLiS3if/view?usp=share_link		How I Met Your Mother				Ted and Marshall’s Apartment		150 W 85th St	40.7865011	-73.97459197				Upper West Side	Manhattan	Private Residence	
HIMYM-TV9	https://drive.google.com/file/d/1nepcsYu4yNOcCSVfQ7Wp-ZRnkrLiS3if/view?usp=share_link		How I Met Your Mother				Goliath National Bank 	MetLife Building	200 Park Ave	40.75368837	-73.97622551				Midtown	Manhattan	Commercial	
HIMYM-TV10	https://drive.google.com/file/d/1nepcsYu4yNOcCSVfQ7Wp-ZRnkrLiS3if/view?usp=share_link		How I Met Your Mother				World Wide News	McGraw-Hill Building	1221 Avenue of the Americas	40.75943186	-73.98175678				Midtown	Manhattan	Commercial	
MADMEN-TV1	https://drive.google.com/file/d/1ERyZp7FSOwd3TYNwjn694pzJVMRo6D7o/view?usp=share_link		Mad Men	1	7	Red In The Face	Grand Central Oyster Bar		89 E 42nd St	40.7530335	-73.9780322				Midtown 	Manhattan	Dining	
MADMEN-TV2	https://drive.google.com/file/d/1ERyZp7FSOwd3TYNwjn694pzJVMRo6D7o/view?usp=share_link		Mad Men	1	8	The Hobo Code	PJ Clarke's		915 3rd Ave	40.75966819	-73.96816603				Midtown 	Manhattan	Dining	
MADMEN-TV3	https://drive.google.com/file/d/1ERyZp7FSOwd3TYNwjn694pzJVMRo6D7o/view?usp=share_link		Mad Men	2	5	The New Girl	Sardi's 		234 W 44th St	40.75796751	-73.98762773				Midtown 	Manhattan	Dining	
MADMEN-TV4	https://drive.google.com/file/d/1ERyZp7FSOwd3TYNwjn694pzJVMRo6D7o/view?usp=share_link		Mad Men	3	12	The Grown Ups	Keen's Steakhouse		72 W 36th St	40.7509405	-73.98605341				Midtown 	Manhattan	Commercial	
MADMEN-TV5	https://drive.google.com/file/d/1ERyZp7FSOwd3TYNwjn694pzJVMRo6D7o/view?usp=share_link		Mad Men	4	5	The Chrysanthemum and the Sword	Benihana		47 W 56th St	40.76362005	-73.9767248				Midtown 	Manhattan	Dining	
MADMEN-TV6	https://drive.google.com/file/d/1ERyZp7FSOwd3TYNwjn694pzJVMRo6D7o/view?usp=share_link		Mad Men	4	8	The Summer Man	Barbetta		321 W 46th St	40.76051074	-73.98882364				Midtown 	Manhattan	Dining	
MADMEN-TV7	https://drive.google.com/file/d/1ERyZp7FSOwd3TYNwjn694pzJVMRo6D7o/view?usp=share_link		Mad Men	4	11	Chinese Wall	Jones Beach State Park		Jones Boardwalk	40.59524199	-73.51455937				Wantagh	Long Island	Public Park	
MADMEN-TV8	https://drive.google.com/file/d/1ERyZp7FSOwd3TYNwjn694pzJVMRo6D7o/view?usp=share_link		Mad Men	5	7	At The Beginning	Minetta Tavern		113 MacDougal St	40.73015068	-74.00065869	“The steaks are supposed to be good here."			Midtown 	Manhattan	Dining	
MADMEN-TV9	https://drive.google.com/file/d/1ERyZp7FSOwd3TYNwjn694pzJVMRo6D7o/view?usp=share_link		Mad Men	6	7	Man With A Plan	The Sherry Netherland Hotel		781 5th Ave	40.76450737	-73.97246406				Midtown 	Manhattan	Dining	
MADMEN-TV10	https://drive.google.com/file/d/1ERyZp7FSOwd3TYNwjn694pzJVMRo6D7o/view?usp=share_link		Mad Men				Sterling Cooper Draper Pryce	The Time Life Building	1271 Avenue of the Americas	40.76131715	-73.98192075				Midtown 	Manhattan	Commercial	
MADMEN-TV11	https://drive.google.com/file/d/1ERyZp7FSOwd3TYNwjn694pzJVMRo6D7o/view?usp=share_link		Mad Men				Sterling Cooper		405 Madison Ave	40.75640241	-73.97601832				Midtown 	Manhattan	Commercial	
SPRNOS-TV1	https://drive.google.com/file/d/1uIHHlYTweJsRlkZZLybNomJngFlQMOpK/view?usp=share_link		The Sopranos				Tony Soprano's House		14 Aspen Drive, Caldwell	40.86819004	-74.24522658				Caldwell	New Jersey	Private Residence	
SPRNOS-TV2	https://drive.google.com/file/d/1uIHHlYTweJsRlkZZLybNomJngFlQMOpK/view?usp=share_link		The Sopranos				Bada Bing!	Satin Dolls	230 NJ-17, Lodi	40.88222475	-74.0666677				Lodi	New Jersey	Commercial	
SPRNOS-TV3	https://drive.google.com/file/d/1uIHHlYTweJsRlkZZLybNomJngFlQMOpK/view?usp=share_link		The Sopranos				Pine Barrens		Harriman State Park	41.18088268	-74.14968376					New York	Public Park	
SPRNOS-TV4	https://drive.google.com/file/d/1uIHHlYTweJsRlkZZLybNomJngFlQMOpK/view?usp=share_link		The Sopranos				Livia Soprano's House		55 Gould Street, Verona	40.83533999	-74.24521105				Verona	New Jersey	Private Residence	
SPRNOS-TV5	https://drive.google.com/file/d/1uIHHlYTweJsRlkZZLybNomJngFlQMOpK/view?usp=share_link		The Sopranos				Satriale’s Pork Store	Centanni's Meat Market	815 2nd Ave, Elizabeth	40.65865987	-74.20357892		Note: The real location of most of the exterior shots of Satriale's was filmed at a vacant storefront set at 101 Kearny Ave in Kearny, New Jersey.		Elizabethport	New Jersey	Dining	
SPRNOS-TV6	https://drive.google.com/file/d/1uIHHlYTweJsRlkZZLybNomJngFlQMOpK/view?usp=share_link		The Sopranos				Bucco’s Vesuvio	Del Porto Ristorante	91 Elizabeth St, Elizabethport	40.71861839	-73.99614973	“It was a great home away from home."			Elizabethport	New Jersey	Dining	
SPRNOS-TV7	https://drive.google.com/file/d/1uIHHlYTweJsRlkZZLybNomJngFlQMOpK/view?usp=share_link		The Sopranos				Pizza Land		260 Belleville Turnpike, North Arlington	40.78230758	-74.13656522				North Arlington	New Jersey	Dining	
SPRNOS-TV8	https://drive.google.com/file/d/1uIHHlYTweJsRlkZZLybNomJngFlQMOpK/view?usp=share_link		The Sopranos				Averna Social Club	Mulberry Street Bar	176 1/2 Mulberry St	40.72022671	-73.9962584				Chinatown	New York	Dining	
SPRNOS-TV9	https://drive.google.com/file/d/1uIHHlYTweJsRlkZZLybNomJngFlQMOpK/view?usp=share_link		The Sopranos				Green Grove Retirement Home	Green Hill Retirement Home	103 Pleasant Valley Way, West Orange	40.82174791	-74.25420588				West Orange	New Jersey	Private Residence	
SPRNOS-TV10	https://drive.google.com/file/d/1uIHHlYTweJsRlkZZLybNomJngFlQMOpK/view?usp=share_link		The Sopranos				Lollipop Club/Crazy Horse	Temple Rock	90 Verona Ave, Newark	40.7797569	-74.15568365				Newark	New Jersey	Dining	
SPRNOS-TV11	https://drive.google.com/file/d/1uIHHlYTweJsRlkZZLybNomJngFlQMOpK/view?usp=share_link		The Sopranos				Nuovo Vesuvio		41-15 34th Ave	40.75659457	-73.91954361				Astoria	Queens	Dining	
30ROCK-TV1	https://drive.google.com/file/d/1Nb9gewZwvmfNdV7lvc4GtDesGL6VaDtf/view?usp=share_link		30 Rock	1	1	Pilot	Dark Sensations	Show Palace Strip Club	42-50 21st St	40.75122441	-73.94514977				Long Island City	Manhattan	Commerical	
30ROCK-TV2	https://drive.google.com/file/d/1Nb9gewZwvmfNdV7lvc4GtDesGL6VaDtf/view?usp=share_link		30 Rock	1	3	Blind Date	Café des Artistes	Leopard at des Artistes 	1 W 67th St	40.7736207	-73.97816509		Note: The original establishment closed down and reopened under the new name "Leopard at des Artistes."		Upper West Side	Manhattan	Restaurant	
30ROCK-TV3	https://drive.google.com/file/d/1Nb9gewZwvmfNdV7lvc4GtDesGL6VaDtf/view?usp=share_link		30 Rock	1	17	The Fighting Irish	Kenny's Church	Margon	136 W 46th St	40.7580364	-73.98355421	Home of Kenneth's "Eighth Day Resurrected Covenant of the Holy Trinity."			Midtown	Manhattan	Restaurant	
30ROCK-TV4	https://drive.google.com/file/d/1Nb9gewZwvmfNdV7lvc4GtDesGL6VaDtf/view?usp=share_link		30 Rock	1	19	Corporate Crush	Christie's Auction House		20 Rockefellar Plaza	40.75977775	-73.98028049				Midtown	Manhattan	Commerical	
30ROCK-TV5	https://drive.google.com/file/d/1Nb9gewZwvmfNdV7lvc4GtDesGL6VaDtf/view?usp=share_link		30 Rock	2	14	Sandwich Day	Fiore's Deli		414 Adams St #2693	40.74498569	-74.02717659				Hoboken	New Jersey	Restaurant	
30ROCK-TV6	https://drive.google.com/file/d/1Nb9gewZwvmfNdV7lvc4GtDesGL6VaDtf/view?usp=share_link		30 Rock	3	11	St. Valentine's Day	Plunder	Serendipity 3	225 E 60th St	40.76254686	-73.96497983				Midtown	Manhattan	Restaurant	
30ROCK-TV7	https://drive.google.com/file/d/1Nb9gewZwvmfNdV7lvc4GtDesGL6VaDtf/view?usp=share_link		30 Rock	6	9	Leap Day	Benihana		47 W 56th St	40.76361195	-73.9763191				Midtown	Manhattan	Restaurant	
30ROCK-TV8	https://drive.google.com/file/d/1Nb9gewZwvmfNdV7lvc4GtDesGL6VaDtf/view?usp=share_link		30 Rock	6	9	Leap Day	Citarella		424 6th Ave	40.73505079	-73.99425371	The only place to "buy the biggest rhubarb there is.”			West Village	Manhattan	Restaurant	
30ROCK-TV9	https://drive.google.com/file/d/1Nb9gewZwvmfNdV7lvc4GtDesGL6VaDtf/view?usp=share_link		30 Rock	7	12	Last Lunch	Blimpie's		558-560 Newark Ave	40.73170627	-74.0561078				Jersey City	New Jersey	Restaurant	
30ROCK-TV10	https://drive.google.com/file/d/1Nb9gewZwvmfNdV7lvc4GtDesGL6VaDtf/view?usp=share_link		30 Rock				"30 Rock"		30 Rockefeller Plaza	40.75958482	-73.98010449		Note: While named after the famous Midtown studios, most of the "30 Rock" interior was shot at Silvercup Studios in Long Island City.		Midtown	Manhattan	Commerical	
30ROCK-TV11	https://drive.google.com/file/d/1Nb9gewZwvmfNdV7lvc4GtDesGL6VaDtf/view?usp=share_link		30 Rock				Liz Lemon's Apartment		160 Riverside Dr	40.79142026	-73.97904213				Upper West Side	Manhattan	Private Rresidence	
